"Chick_ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000000003",183.276655535927,0.00907259550922257,0.378038963828647,0.0239991016199454,0.980853325305112,1,426934,56666,"PANX2","No"
"ENSGALG00000000011",807.914304281252,0.283943560887199,0.276707610860881,1.02615016624879,0.304820806886855,1,NA,80007,"C10orf88","No"
"ENSGALG00000000044",236.429353827439,-1.05471592357231,0.663595780567133,-1.58939516262582,0.111971206040677,0.833531491166952,NA,117166,"WFIKKN1","No"
"ENSGALG00000000048",71.3388185262089,0.0690142213102096,0.671621427248416,0.102757622836656,0.918155339234292,1,776719,NA,NA,"No"
"ENSGALG00000000055",791.735766684576,-0.132113778251483,0.265054451785702,-0.498440140738696,0.61817385015455,1,425210,8649,"LAMTOR3","No"
"ENSGALG00000000059",5364.64379506392,0.777339941477085,0.49637263963303,1.56604107360102,0.117339001773435,0.847826035131868,431043,10381,"TUBB3","No"
"ENSGALG00000000067",425.133211715683,-0.059154035402726,0.363758938803032,-0.162618781540807,0.870818598309312,1,425255,6697,"SPR","No"
"ENSGALG00000000071",297.983027686863,-0.0323950791510878,0.352551677359344,-0.0918874628358911,0.926787452525949,1,101750305,NA,NA,"No"
"ENSGALG00000000081",0.889219352983291,0.0495871778441995,5.24649552739939,0.00945148577469181,0.992458917698773,NA,417039,NA,"IL4I1","No"
"ENSGALG00000000086",2239.17670635611,-0.0161458251618638,0.20364837483547,-0.0792828578912459,0.936807640798686,1,421147,10440,"TIMM17B","No"
"ENSGALG00000000091",1107.95544584348,0.130660692906891,0.241918726027662,0.540101607892689,0.589126961892884,1,419028,92105,"INTS4","No"
"ENSGALG00000000094",841.197263892391,-0.0819571902116468,0.230118775090224,-0.356151688098954,0.721726970114549,1,421148,51094,"ADIPOR1","No"
"ENSGALG00000000102",783.913629048069,-0.403386583670253,0.406031036599258,-0.993487067020409,0.320472649999704,1,421149,29089,"UBE2T","No"
"ENSGALG00000000104",30.6377016895228,-0.615026912376356,0.774258616617062,-0.794343000099332,0.426995777482889,1,395100,NA,NA,"No"
"ENSGALG00000000106",801.15786561844,-0.0873423138902378,0.250296105989868,-0.348955943780338,0.72712238472115,1,421150,55791,"LRIF1","No"
"ENSGALG00000000107",11.5374970082372,-1.83703708225155,1.23231874408195,-1.4907158485365,0.136036113328249,0.893364677125448,417040,NA,"TRIM7.1","No"
"ENSGALG00000000109",570.109164315102,-0.0843170685447204,0.453877584321682,-0.185770506095233,0.852624734618725,1,769005,125061,"AFMID","No"
"ENSGALG00000000112",185.076651216887,2.54393932740282,0.741423455513085,3.43115571605749,0.000601015495144935,0.0412182362097575,396214,5354,"PLP1","No"
"ENSGALG00000000115",20.2796654926387,-1.71797622685023,1.62934191073855,-1.05439884380774,0.291700351395461,1,395192,57152,"HEP21","No"
"ENSGALG00000000120",21.6820999221618,-3.60212511044283,1.39935286587445,-2.57413637280963,0.0100490655658629,0.248056540086734,395177,27302,"BMP10","No"
"ENSGALG00000000122",32562.4404550306,0.103636305726804,0.358056546865498,0.289441169653391,0.772243793724313,1,417044,10399,"GNB2L1","No"
"ENSGALG00000000129",1554.58264918351,0.0705249676346932,0.346954306589279,0.203268748348986,0.838924980805336,1,425450,22980,"TCF25","Transcription Factor"
"ENSGALG00000000136",2.18320377436288,-3.91854842972588,2.67157735774545,-1.46675461908868,0.142442818804028,NA,693259,NA,"BLEC2","No"
"ENSGALG00000000137",3430.25317462586,0.228839938282375,0.36574435076265,0.62568276941311,0.531523037187386,1,396180,6635,"SNRPE","No"
"ENSGALG00000000141",49.6696713439516,-0.16022173233821,0.810114270200165,-0.197776706610318,0.843219771606753,1,693256,NA,"BLB1","No"
"ENSGALG00000000142",584.72608914906,0.181364826619603,0.328473795147905,0.552143974035855,0.580849715931049,1,421152,10390,"CEPT1","No"
"ENSGALG00000000146",2551.97809838517,0.199780055516092,0.378306175164292,0.528090918498305,0.597436233714212,1,425418,6830,"SUPT6H","Transcription Factor"
"ENSGALG00000000150",17250.1718727326,0.112162295394416,0.250658077203061,0.447471298934251,0.654534806250657,1,425468,6133,"RPL9","No"
"ENSGALG00000000151",251.437835246053,-0.930767247778982,0.548603708151583,-1.69661129509136,0.0897701729556339,0.762917080380224,415600,171019,"ADAMTS19","No"
"ENSGALG00000000154",52.7151816953051,-2.02820521151672,0.851172833667942,-2.38283593095495,0.017179849238442,0.344388885630023,421153,79961,"DENND2D","No"
"ENSGALG00000000156",7707.64152439026,0.225231826347214,0.16315545910198,1.38047373705365,0.16744083048869,0.951967893125925,417049,6046,"BRD2","No"
"ENSGALG00000000158",11.4375408678829,-0.13571174675246,0.978915743195091,-0.138634757583435,0.889738775932712,1,417050,3108,"DMA","No"
"ENSGALG00000000161",257.951479613957,0.0830991619530382,0.345932352855365,0.240217953791046,0.810161296003379,1,415601,51015,"ISOC1","No"
"ENSGALG00000000162",2.61186649582686,0.520530680809923,1.72329193489052,0.302056007035738,0.762609368219945,1,106182184,NA,"DMB1","No"
"ENSGALG00000000164",66.2559024544148,-1.01122309449422,0.807183614803381,-1.25277951131422,0.21028596005914,1,421154,4608,"MYBPHL","No"
"ENSGALG00000000168",10.1476050068977,-0.099901926508473,1.30039705952692,-0.0768241713379583,0.938763421613303,1,374212,134,"ADORA1","No"
"ENSGALG00000000184",19.0085568269324,-0.162718953080015,0.949840401275976,-0.171311888672481,0.863978532842621,1,769933,28965,"SLC27A6","No"
"ENSGALG00000000186",207.542635876469,-0.00114577304148163,0.354768470590073,-0.00322963604847947,0.997423127739605,1,425491,23787,"MTCH1","No"
"ENSGALG00000000189",595.505896414534,0.250324487849814,0.658131445198763,0.380356370563959,0.703680896433742,1,415602,64848,"YTHDC2","No"
"ENSGALG00000000195",142.692963005297,0.0383210615661733,0.88660934195106,0.0432220367561711,0.965524538710194,1,419520,9962,"SLC23A2","No"
"ENSGALG00000000201",670.975675113288,-0.473959970306359,0.332524100162313,-1.42534020864956,0.154058882541718,0.935487990788272,419939,9842,"PLEKHM1","No"
"ENSGALG00000000208",422.389171152885,-0.349703840669938,0.489487734072742,-0.714428199783999,0.474962439610064,1,415603,4163,"MCC","No"
